passing_yards_diff,rushing_yards_diff,total_yards_diff,total_points_diff,passing_tds_diff,rushing_tds_diff,turnovers_diff,home_diff,passing_yards_allowed_diff,rushing_yards_allowed_diff,total_yards_allowed_diff,total_points_allowed_diff,passing_tds_allowed_diff,rushing_tds_allowed_diff,turnovers_forced_diff,win_diff,week #,home_team,away_team
-25.699996948242188,-14.300003051757812,-39.5,-0.10000038146972656,0.10000002384185791,0.09999996423721313,-0.19999992847442627,1.0,31.800003051757812,17.699996948242188,41.0999755859375,-3.6000003814697266,-0.30000007152557373,0.0,0.20000004768371582,0.09999999999999998,1.0,NO,ARI
26.899993896484375,-33.20000457763672,-2.4000244140625,-3.4000015258789062,-0.7000000476837158,0.0,0.5,1.0,-62.69999694824219,31.0,-24.9000244140625,1.3999996185302734,0.0,0.10000002384185791,-0.4999999403953552,-0.19999999999999996,1.0,ATL,TB
-34.5,-45.5,-76.30001831054688,3.1999988555908203,-0.6000000238418579,0.7999999523162842,-0.19999998807907104,1.0,-100.90000915527344,27.699996948242188,-73.5,-5.399999618530273,-0.3999999761581421,-0.10000002384185791,0.8000000715255737,0.30000000000000004,1.0,BUF,BAL
47.19999694824219,20.099998474121094,76.39999389648438,5.399999618530273,0.0,0.09999996423721313,-0.3999999761581421,1.0,-11.600006103515625,-37.0,-58.600006103515625,-13.400001525878906,-1.0,-0.800000011920929,0.30000001192092896,0.19999999999999998,1.0,JAX,CAR
-47.0,7.599998474121094,-42.899993896484375,0.39999961853027344,-0.5999999046325684,0.7000000476837158,-0.8999999761581421,1.0,-53.899993896484375,40.20000457763672,-11.5,-3.8999996185302734,-0.7999999523162842,0.0,0.19999992847442627,0.0,1.0,CHI,MIN
-32.50001525878906,-0.9000015258789062,-38.9000244140625,-8.600000381469727,-0.7999999523162842,0.0,1.600000023841858,1.0,-4.5999908447265625,-18.5,-28.399993896484375,-0.3000011444091797,-0.20000004768371582,-0.09999996423721313,-0.9000000357627869,-0.19999999999999996,1.0,CLE,CIN
-19.0,43.099998474121094,21.5,2.8000011444091797,-0.19999992847442627,0.800000011920929,-0.4999999403953552,1.0,-35.69999694824219,13.099998474121094,-16.79998779296875,-3.1999988555908203,-0.2999999523162842,-0.09999996423721313,-0.20000004768371582,0.20000000000000007,1.0,PHI,DAL
48.5,-9.5,43.399993896484375,8.399999618530273,1.0,0.0,-0.6000000238418579,1.0,50.79998779296875,-54.70000457763672,-5.0,-15.40000057220459,-0.5,-1.0999999642372131,0.9000000357627869,0.49999999999999994,1.0,DEN,TEN
-35.69999694824219,3.100006103515625,-25.0,-2.3999996185302734,0.10000002384185791,-0.6000000238418579,0.2999999523162842,1.0,-85.5,12.300003051757812,-71.39999389648438,-2.6999998092651367,-0.10000002384185791,-0.10000002384185791,-0.2999999523162842,0.10000000000000009,1.0,GB,DET
42.600006103515625,-33.399993896484375,19.5,1.0,0.19999992847442627,-0.10000002384185791,-0.09999996423721313,1.0,20.600006103515625,12.399993896484375,32.899993896484375,3.0999984741210938,0.0,0.30000001192092896,-0.19999992847442627,-0.09999999999999998,1.0,LA,HOU
-23.0,53.79999542236328,43.20001220703125,6.19999885559082,-0.20000004768371582,1.0,-0.7999999523162842,1.0,21.100006103515625,2.0999984741210938,18.70001220703125,-1.2999992370605469,-0.5999999046325684,0.5000000596046448,0.3999999761581421,0.3,1.0,IND,MIA
14.300003051757812,1.1999969482421875,10.5,1.8999996185302734,-0.5,0.30000001192092896,-0.3999999761581421,1.0,13.0,22.699996948242188,34.79998779296875,1.8000011444091797,0.6000000238418579,-0.3999999761581421,-0.3999999761581421,-0.09999999999999998,1.0,LAC,KC
-68.5,26.600006103515625,-45.699981689453125,-1.2000007629394531,-0.20000004768371582,0.4000000059604645,-0.40000009536743164,1.0,-19.400009155273438,11.099990844726562,4.5,-0.39999961853027344,0.10000002384185791,0.09999996423721313,-0.10000002384185791,0.19999999999999998,1.0,NE,LV
31.699996948242188,48.099998474121094,79.80001831054688,11.100000381469727,0.8999999761581421,0.40000003576278687,-0.10000002384185791,1.0,-43.100006103515625,-16.70000457763672,-54.600006103515625,-1.4000015258789062,0.6000000238418579,0.19999998807907104,0.699999988079071,0.49999999999999994,1.0,WAS,NYG
23.899993896484375,-14.400009155273438,13.5,-0.10000038146972656,0.5,-0.19999998807907104,-0.19999992847442627,1.0,-43.899993896484375,9.899993896484375,-43.100006103515625,-1.1000003814697266,-0.09999990463256836,0.0,-0.3999999761581421,-0.3,1.0,NYJ,PIT
0.4000244140625,-43.0,-55.399993896484375,-0.1999988555908203,-0.5999999046325684,0.30000001192092896,0.20000004768371582,1.0,44.30000305175781,1.2999954223632812,38.5,-3.1000003814697266,-0.10000002384185791,-0.5999999642372131,0.0,0.0,1.0,SEA,SF
