passing_yards_home,rushing_yards_home,total_yards_home,total_points_home,passing_tds_home,rushing_tds_home,qb_epa_home,total_tds_home,sacks_allowed_home,qb_hits_allowed_home,tfl_allowed_home,win_prob_added_home,epa_home,air_yards_home,yac_home,turnovers_home,passing_yards_allowed_home,rushing_yards_allowed_home,total_yards_allowed_home,total_points_allowed_home,passing_tds_allowed_home,rushing_tds_allowed_home,qb_epa_allowed_home,total_tds_allowed_home,sacks_home,qb_hits_home,tfl_home,win_prob_added_allowed_home,epa_allowed_home,air_yards_allowed_home,yac_allowed_home,turnovers_forced_home,passing_yards_away,rushing_yards_away,total_yards_away,total_points_away,passing_tds_away,rushing_tds_away,qb_epa_away,total_tds_away,sacks_allowed_away,qb_hits_allowed_away,tfl_allowed_away,win_prob_added_away,epa_away,air_yards_away,yac_away,turnovers_away,passing_yards_allowed_away,rushing_yards_allowed_away,total_yards_allowed_away,total_points_allowed_away,passing_tds_allowed_away,rushing_tds_allowed_away,qb_epa_allowed_away,total_tds_allowed_away,sacks_away,qb_hits_away,tfl_away,win_prob_added_allowed_away,epa_allowed_away,air_yards_allowed_away,yac_allowed_away,turnovers_forced_away,passing_yards_diff,rushing_yards_diff,total_yards_diff,total_points_diff,passing_tds_diff,rushing_tds_diff,qb_epa_diff,total_tds_diff,sacks_allowed_diff,qb_hits_allowed_diff,tfl_allowed_diff,win_prob_added_diff,epa_diff,air_yards_diff,yac_diff,turnovers_diff,passing_yards_allowed_diff,rushing_yards_allowed_diff,total_yards_allowed_diff,total_points_allowed_diff,passing_tds_allowed_diff,rushing_tds_allowed_diff,qb_epa_allowed_diff,total_tds_allowed_diff,sacks_diff,qb_hits_diff,tfl_diff,win_prob_added_allowed_diff,epa_allowed_diff,air_yards_allowed_diff,yac_allowed_diff,turnovers_forced_diff,week #,home_team,away_team
217.5,167.10000610351562,375.6000061035156,25.600000381469727,1.399999976158142,1.399999976158142,8.755488395690918,3.0,1.2999999523162842,2.5999999046325684,2.4000000953674316,0.18212255835533142,7.5977277755737305,185.89999389648438,121.19999694824219,0.8999999761581421,231.5,123.0999984741211,339.70001220703125,18.399999618530273,0.8999999761581421,1.0,2.851699113845825,1.899999976158142,2.299999952316284,4.099999904632568,2.799999952316284,0.12754441797733307,2.122690200805664,227.3000030517578,108.19999694824219,0.8999999761581421,242.3000030517578,108.0,337.29998779296875,22.899999618530273,1.399999976158142,1.0,7.6483306884765625,2.4000000953674316,2.200000047683716,4.599999904632568,2.299999952316284,0.3720647394657135,6.327298641204834,236.3000030517578,112.0999984741211,0.6000000238418579,217.89999389648438,135.1999969482422,329.79998779296875,19.700000762939453,1.399999976158142,0.800000011920929,0.038109876215457916,2.5,3.200000047683716,6.5,2.5,-0.06927448511123657,0.038109876215457916,183.0,136.3000030517578,1.0,-24.800003051757812,59.100006103515625,38.300018310546875,2.700000762939453,0.0,0.3999999761581421,1.1071577072143555,0.5999999046325684,-0.9000000953674316,-2.0,0.10000014305114746,-0.18994218111038208,1.2704291343688965,-50.40000915527344,9.099998474121094,0.2999999523162842,13.600006103515625,-12.099998474121094,9.9000244140625,-1.3000011444091797,-0.5,0.19999998807907104,2.8135892376303673,-0.6000000238418579,-0.9000000953674316,-2.4000000953674316,0.2999999523162842,0.19681890308856964,2.084580324590206,44.30000305175781,-28.100006103515625,-0.10000002384185791,4.0,ARI,SEA
258.79998779296875,123.4000015258789,370.29998779296875,23.799999237060547,1.2999999523162842,1.0,1.084345817565918,2.5999999046325684,1.7000000476837158,5.900000095367432,2.9000000953674316,0.1527377814054489,1.084345817565918,251.39999389648438,128.8000030517578,1.7000000476837158,211.3000030517578,114.4000015258789,314.29998779296875,21.600000381469727,1.2999999523162842,0.800000011920929,1.133293867111206,2.4000000953674316,2.200000047683716,5.300000190734863,1.7000000476837158,0.19285085797309875,1.133293867111206,238.5,101.4000015258789,0.800000011920929,214.6999969482422,118.69999694824219,317.20001220703125,25.200000762939453,1.600000023841858,1.600000023841858,7.820625305175781,3.200000047683716,2.5999999046325684,3.700000047683716,2.0999999046325684,0.21727636456489563,7.820625305175781,216.89999389648438,108.0,0.5,239.6999969482422,156.39999389648438,381.8999938964844,25.399999618530273,1.600000023841858,1.2000000476837158,7.004352569580078,2.799999952316284,2.0999999046325684,4.400000095367432,2.5,0.16556158661842346,5.980947494506836,201.60000610351562,125.5,1.0,44.09999084472656,4.700004577636719,53.0999755859375,-1.4000015258789062,-0.30000007152557373,-0.6000000238418579,-6.736279487609863,-0.6000001430511475,-0.8999998569488525,2.200000047683716,0.8000001907348633,-0.06453858315944672,-6.736279487609863,34.5,20.800003051757812,1.2000000476837158,-28.399993896484375,-41.99999237060547,-67.60000610351562,-3.799999237060547,-0.30000007152557373,-0.40000003576278687,-5.871058702468872,-0.39999985694885254,0.10000014305114746,0.9000000953674316,-0.7999999523162842,0.027289271354675293,-4.84765362739563,36.899993896484375,-24.099998474121094,-0.19999998807907104,4.0,ATL,WAS
259.70001220703125,104.0999984741211,346.6000061035156,22.799999237060547,1.2000000476837158,0.800000011920929,3.9445862770080566,2.200000047683716,2.9000000953674316,7.400000095367432,1.2000000476837158,0.2803005576133728,3.577080488204956,211.5,169.89999389648438,0.8999999761581421,218.39999389648438,103.30000305175781,303.8999938964844,18.200000762939453,1.5,0.4000000059604645,0.25484150648117065,2.0,2.5,6.5,1.5,-0.07487408071756363,0.25484150648117065,266.29998779296875,106.5,0.6000000238418579,248.3000030517578,186.10000610351562,426.1000061035156,29.600000381469727,2.5,1.2000000476837158,12.172320365905762,3.700000047683716,1.600000023841858,3.700000047683716,2.5,0.30464035272598267,11.771202087402344,241.3000030517578,130.6999969482422,0.699999988079071,290.6000061035156,83.80000305175781,355.70001220703125,22.399999618530273,1.600000023841858,0.800000011920929,1.8591938018798828,2.4000000953674316,3.299999952316284,7.199999809265137,1.7000000476837158,0.047386180609464645,1.3721702098846436,317.1000061035156,131.1999969482422,1.399999976158142,11.400009155273438,-82.00000762939453,-79.5,-6.80000114440918,-1.2999999523162842,-0.40000003576278687,-8.227734088897705,-1.5,1.3000000715255737,3.700000047683716,-1.2999999523162842,-0.024339795112609863,-8.194121599197388,-29.800003051757812,39.19999694824219,0.19999998807907104,-72.20001220703125,19.5,-51.800018310546875,-4.19999885559082,-0.10000002384185791,-0.4000000059604645,-1.6043522953987122,-0.40000009536743164,-0.7999999523162842,-0.6999998092651367,-0.20000004768371582,-0.12226026132702827,-1.117328703403473,-50.800018310546875,-24.699996948242188,-0.7999999523162842,4.0,KC,BAL
243.8000030517578,124.80000305175781,364.3999938964844,33.79999923706055,2.0,2.0,12.558524131774902,4.0,0.699999988079071,2.799999952316284,2.9000000953674316,0.4243434965610504,12.558524131774902,242.3000030517578,133.5,0.5,197.1999969482422,126.4000015258789,305.8999938964844,20.100000381469727,1.399999976158142,0.8999999761581421,-0.6298412084579468,2.700000047683716,2.799999952316284,5.699999809265137,2.200000047683716,-0.028604093939065933,-1.526262879371643,193.0,107.69999694824219,2.200000047683716,232.0,104.69999694824219,324.20001220703125,18.700000762939453,1.2000000476837158,0.8999999761581421,-1.9033997058868408,2.200000047683716,1.899999976158142,4.400000095367432,3.200000047683716,-0.04159816354513168,-1.9033997058868408,274.29998779296875,108.4000015258789,0.699999988079071,261.8999938964844,116.5999984741211,368.5,23.100000381469727,1.100000023841858,1.100000023841858,2.818411350250244,2.299999952316284,1.600000023841858,4.400000095367432,1.7000000476837158,0.10075001418590546,2.3971409797668457,271.20001220703125,126.80000305175781,1.2000000476837158,11.800003051757812,20.100006103515625,40.199981689453125,15.099998474121094,0.7999999523162842,1.100000023841858,14.461923837661743,1.7999999523162842,-1.199999988079071,-1.6000001430511475,-0.2999999523162842,0.4659416601061821,14.461923837661743,-31.999984741210938,25.099998474121094,-0.19999998807907104,-64.69999694824219,9.800003051757812,-62.600006103515625,-3.0,0.2999999523162842,-0.20000004768371582,-3.448252558708191,0.40000009536743164,1.1999999284744263,1.299999713897705,0.5,-0.1293541081249714,-3.9234038591384888,-78.20001220703125,-19.100006103515625,1.0,4.0,BUF,NO
195.8000030517578,117.5999984741211,290.1000061035156,16.299999237060547,1.0,0.699999988079071,-6.6188530921936035,1.7000000476837158,3.4000000953674316,6.300000190734863,2.200000047683716,-0.20940181612968445,-7.144017696380615,253.89999389648438,89.19999694824219,1.2999999523162842,219.1999969482422,131.1999969482422,342.29998779296875,23.899999618530273,1.7000000476837158,1.0,4.270743370056152,2.700000047683716,1.399999976158142,4.300000190734863,2.4000000953674316,0.1522729992866516,4.270743370056152,298.20001220703125,93.9000015258789,0.6000000238418579,191.6999969482422,95.5,269.6000061035156,15.399999618530273,1.2000000476837158,0.800000011920929,-6.640124320983887,2.200000047683716,2.700000047683716,5.199999809265137,1.399999976158142,0.05064745992422104,-7.2802886962890625,284.3999938964844,76.69999694824219,1.600000023841858,246.10000610351562,167.10000610351562,403.3999938964844,33.20000076293945,2.200000047683716,1.5,11.932107925415039,3.700000047683716,1.7999999523162842,3.200000047683716,1.600000023841858,0.29847145080566406,10.79059886932373,256.8999938964844,102.9000015258789,0.5,4.100006103515625,22.099998474121094,20.5,0.8999996185302734,-0.20000004768371582,-0.10000002384185791,0.021271228790283203,-0.5,0.7000000476837158,1.1000003814697266,0.8000000715255737,-0.2600492760539055,0.13627099990844727,-30.5,12.5,-0.30000007152557373,-26.900009155273438,-35.90000915527344,-61.100006103515625,-9.30000114440918,-0.5,-0.5,-7.661364555358887,-1.0,-0.3999999761581421,1.1000001430511475,0.8000000715255737,-0.14619845151901245,-6.519855499267578,41.300018310546875,-9.0,0.10000002384185791,4.0,NE,CAR
238.39999389648438,79.19999694824219,303.70001220703125,22.899999618530273,1.600000023841858,0.8999999761581421,-4.870123863220215,2.5999999046325684,2.5999999046325684,5.300000190734863,2.4000000953674316,-0.11505287885665894,-4.870123863220215,264.20001220703125,109.5999984741211,1.2999999523162842,240.89999389648438,106.80000305175781,328.6000061035156,23.5,1.600000023841858,0.800000011920929,-1.5613129138946533,2.5999999046325684,2.299999952316284,5.099999904632568,2.5999999046325684,0.048475656658411026,-1.7623844146728516,221.60000610351562,117.9000015258789,1.0,193.89999389648438,91.0,254.89999389648438,14.199999809265137,1.0,0.4000000059604645,-9.560545921325684,1.399999976158142,4.300000190734863,6.5,3.0999999046325684,-0.19682493805885315,-9.893756866455078,310.79998779296875,92.30000305175781,1.2000000476837158,258.3999938964844,138.10000610351562,380.8999938964844,23.399999618530273,1.100000023841858,1.2999999523162842,0.533822238445282,2.5999999046325684,2.200000047683716,4.5,2.799999952316284,0.14219196140766144,-0.5786879062652588,268.1000061035156,119.4000015258789,1.5,44.5,-11.800003051757812,48.800018310546875,8.699999809265137,0.6000000238418579,0.4999999701976776,4.690422058105469,1.1999999284744263,-1.700000286102295,-1.1999998092651367,-0.6999998092651367,0.08177205920219421,5.023633003234863,-46.5999755859375,17.29999542236328,0.09999990463256836,-17.5,-31.300003051757812,-52.29998779296875,0.10000038146972656,0.5,-0.4999999403953552,-2.0951351523399353,0.0,0.09999990463256836,0.5999999046325684,-0.20000004768371582,-0.09371630474925041,-1.1836965084075928,-46.5,-1.5,-0.5,4.0,LV,CHI
249.6999969482422,101.0,336.5,26.799999237060547,2.200000047683716,0.699999988079071,3.0706207752227783,3.0,1.7999999523162842,3.700000047683716,2.5999999046325684,-0.00043622852535918355,1.4890679121017456,265.20001220703125,143.1999969482422,1.2999999523162842,224.89999389648438,90.0999984741211,299.5,14.699999809265137,1.100000023841858,0.30000001192092896,-9.94548225402832,1.7999999523162842,2.700000047683716,6.400000095367432,1.899999976158142,-0.15464040637016296,-10.444974899291992,276.5,103.5,1.600000023841858,269.29998779296875,84.30000305175781,340.0,25.5,2.0999999046325684,0.699999988079071,5.277366638183594,3.0,2.5999999046325684,7.300000190734863,2.200000047683716,0.1975075751543045,5.277366638183594,269.8999938964844,125.30000305175781,1.100000023841858,235.89999389648438,111.5999984741211,335.0,21.700000762939453,1.7000000476837158,1.0,-1.5558427572250366,2.799999952316284,2.0,5.300000190734863,1.600000023841858,-0.0625125989317894,-1.5558427572250366,269.3999938964844,122.69999694824219,1.7999999523162842,-19.599990844726562,16.699996948242188,-3.5,1.2999992370605469,0.10000014305114746,0.0,-2.2067458629608154,0.0,-0.7999999523162842,-3.6000001430511475,0.39999985694885254,-0.1979438036796637,-3.788298726081848,-4.699981689453125,17.899993896484375,0.19999992847442627,-11.0,-21.5,-35.5,-7.000000953674316,-0.6000000238418579,-0.699999988079071,-8.389639496803284,-1.0,0.7000000476837158,1.0999999046325684,0.2999999523162842,-0.09212780743837357,-8.889132142066956,7.100006103515625,-19.199996948242188,-0.19999992847442627,4.0,DEN,CIN
293.20001220703125,137.89999389648438,417.70001220703125,34.70000076293945,2.5,1.7999999523162842,12.644734382629395,4.300000190734863,1.7999999523162842,5.099999904632568,2.0,0.28674939274787903,11.43523120880127,222.1999969482422,161.89999389648438,0.800000011920929,268.70001220703125,106.80000305175781,357.29998779296875,21.399999618530273,1.2000000476837158,1.2999999523162842,0.5464155077934265,2.5999999046325684,2.4000000953674316,7.5,2.0999999046325684,0.035021089017391205,-1.3053392171859741,319.79998779296875,119.4000015258789,1.2000000476837158,228.10000610351562,97.5999984741211,304.0,15.0,1.2999999523162842,0.20000000298023224,-9.972074508666992,1.7999999523162842,3.5999999046325684,7.699999809265137,1.899999976158142,-0.2368309199810028,-9.972074508666992,273.70001220703125,115.4000015258789,1.399999976158142,221.3000030517578,156.89999389648438,362.79998779296875,28.0,1.600000023841858,1.5,3.77406644821167,3.299999952316284,1.899999976158142,4.5,3.9000000953674316,0.10114996135234833,3.2472329139709473,256.70001220703125,105.19999694824219,1.100000023841858,65.10000610351562,40.29999542236328,113.70001220703125,19.700000762939453,1.2000000476837158,1.599999949336052,22.616808891296387,2.500000238418579,-1.7999999523162842,-2.5999999046325684,0.10000002384185791,0.5235803127288818,21.40730571746826,-51.50001525878906,46.49999237060547,-0.5999999642372131,47.40000915527344,-50.09999084472656,-5.5,-6.600000381469727,-0.3999999761581421,-0.20000004768371582,-3.2276509404182434,-0.7000000476837158,0.5000001192092896,3.0,-1.8000001907348633,-0.06612887233495712,-4.552572131156921,63.0999755859375,14.200004577636719,0.10000002384185791,4.0,DET,CLE
258.5,85.30000305175781,326.79998779296875,18.0,1.0,0.4000000059604645,-5.279111862182617,1.5,2.700000047683716,5.300000190734863,2.4000000953674316,0.03509468957781792,-8.069437026977539,307.0,130.0,1.899999976158142,257.3999938964844,153.8000030517578,389.79998779296875,29.700000762939453,1.600000023841858,1.899999976158142,7.50543212890625,3.5999999046325684,2.9000000953674316,5.400000095367432,1.2999999523162842,0.2929214835166931,7.144364833831787,227.60000610351562,133.6999969482422,1.2000000476837158,233.10000610351562,143.5,368.70001220703125,27.5,1.600000023841858,1.600000023841858,9.455376625061035,3.299999952316284,1.399999976158142,4.099999904632568,2.0,0.3782575726509094,8.958487510681152,238.6999969482422,118.69999694824219,0.699999988079071,266.20001220703125,100.4000015258789,344.5,22.399999618530273,1.600000023841858,1.0,-0.3997623920440674,2.700000047683716,3.200000047683716,7.400000095367432,2.200000047683716,0.10614540427923203,-0.3997623920440674,272.6000061035156,125.4000015258789,1.7000000476837158,25.399993896484375,-58.19999694824219,-41.9000244140625,-9.5,-0.6000000238418579,-1.2000000178813934,-14.734488487243652,-1.7999999523162842,1.3000000715255737,1.200000286102295,0.40000009536743164,-0.3431628830730915,-17.02792453765869,68.30000305175781,11.300003051757812,1.199999988079071,-8.800018310546875,53.400001525878906,45.29998779296875,7.30000114440918,0.0,0.8999999761581421,7.905194520950317,0.8999998569488525,-0.2999999523162842,-2.0,-0.9000000953674316,0.1867760792374611,7.5441272258758545,-45.0,8.299995422363281,-0.5,4.0,DAL,GB
244.5,78.0,299.70001220703125,20.799999237060547,1.2999999523162842,0.4000000059604645,-5.1779351234436035,1.7999999523162842,2.9000000953674316,6.0,3.200000047683716,-0.03168144077062607,-5.1779351234436035,269.3999938964844,115.5,1.2999999523162842,210.5,117.5999984741211,307.6000061035156,21.0,1.399999976158142,0.8999999761581421,-2.593683958053589,2.5,3.299999952316284,7.099999904632568,3.299999952316284,-0.06953556835651398,-2.593683958053589,304.0,113.30000305175781,1.899999976158142,201.1999969482422,110.5,293.1000061035156,18.399999618530273,1.2000000476837158,0.699999988079071,-8.558420181274414,2.4000000953674316,3.5,7.400000095367432,2.700000047683716,-0.20758989453315735,-9.023561477661133,236.60000610351562,85.30000305175781,1.899999976158142,174.10000610351562,144.8000030517578,304.5,30.100000381469727,1.600000023841858,1.399999976158142,3.453843593597412,3.0,1.899999976158142,3.4000000953674316,2.799999952316284,0.03523065522313118,3.453843593597412,170.1999969482422,97.80000305175781,0.699999988079071,43.30000305175781,-32.5,6.600006103515625,2.3999996185302734,0.09999990463256836,-0.29999998211860657,3.3804850578308105,-0.6000001430511475,-0.5999999046325684,-1.4000000953674316,0.5,0.17590845376253128,3.8456263542175293,32.79998779296875,30.199996948242188,-0.6000000238418579,36.399993896484375,-27.20000457763672,3.100006103515625,-9.100000381469727,-0.20000004768371582,-0.5,-6.047527551651001,-0.5,1.399999976158142,3.6999998092651367,0.5,-0.10476622357964516,-6.047527551651001,133.8000030517578,15.5,1.199999988079071,4.0,HOU,TEN
